customer_ID,business_category
89352,Automotive business
89353,Emergency services
89354,Shopping center
89355,Library
89356,Child care
89357,Professional service
89358,Shopping center
89359,Store
89360,Internet cafe
89361,Automotive business
89362,Government office
89363,Lodging business
89364,Financial service
89365,Sports activity location
89366,Travel agency
89367,Shopping center
89368,Medical organization
89369,Television station
89370,Real estate agent
89371,Financial service
89372,Internet cafe
89373,Self storage
89374,Professional service
89375,Emergency services
89376,Automotive business
89377,Sports activity location
89378,Store
89379,Emergency services
89380,Self storage
89381,Food establishment
89382,Health and construction business
89383,Lodging business
89384,Internet cafe
89385,Medical organization
89386,Travel agency
89387,Health and construction business
89388,Library
89389,Internet cafe
89390,Shopping center
89391,Financial service
89392,Food establishment
89393,Financial service
89394,Health and construction business
89395,Television station
89396,Professional service
89397,Child care
89398,Travel agency
89399,Food establishment
89400,Real estate agent
89401,Real estate agent
89402,Professional service
89403,Food establishment
89404,Real estate agent
89405,Financial service
89406,Tourist information center
89407,Government office
89408,Food establishment
89409,Library
89410,Sports activity location
89411,Entertainment business
89412,Animal shelter
89413,Employment agency
89414,Animal shelter
89415,Child care
89416,Emergency services
89417,Internet cafe
89418,Animal shelter
89419,Store
89420,Dry cleaning or laundry
89421,Lodging business
89422,Lodging business
89423,Employment agency
89424,Travel agency
89425,Medical organization
89426,Child care
89427,Child care
89428,Store
89429,Child care
89430,Government office
89431,Employment agency
89432,Emergency services
89433,Health and construction business
89434,Government office
89435,Lodging business
89436,Internet cafe
89437,Employment agency
89438,Library
89439,Employment agency
89440,Medical organization
89441,Shopping center
89442,Store
89443,Library
89444,Health and construction business
89445,Store
89446,Employment agency
89447,Dry cleaning or laundry
89448,Internet cafe
89449,Entertainment business
89450,Lodging business
89451,Animal shelter
89452,Library
89453,Library
89454,Food establishment
89455,Real estate agent
89456,Lodging business
89457,Automotive business
89458,Library
89459,Automotive business
89460,Health and construction business
89461,Shopping center
89462,Medical organization
89463,Television station
89464,Library
89465,Emergency services
89466,Employment agency
89467,Real estate agent
89468,Travel agency
89469,Lodging business
89470,Television station
89471,Automotive business
89472,Real estate agent
89473,Travel agency
89474,Child care
89475,Library
89476,Health and construction business
89477,Travel agency
89478,Medical organization
89479,Internet cafe
89480,Medical organization
89481,Automotive business
89482,Health and construction business
89483,Professional service
89484,Self storage
89485,Library
89486,Tourist information center
89487,Library
89488,Entertainment business
89489,Library
89490,Emergency services
89491,Automotive business
89492,Tourist information center
89493,Employment agency
89494,Financial service
89495,Self storage
89496,Travel agency
89497,Tourist information center
89498,Real estate agent
89499,Library
89500,Emergency services
89501,Emergency services
89502,Real estate agent
89503,Automotive business
89504,Television station
89505,Automotive business
89506,Self storage
89507,Library
89508,Medical organization
89509,Store
89510,Employment agency
89511,Professional service
89512,Entertainment business
89513,Financial service
89514,Real estate agent
89515,Animal shelter
89516,Sports activity location
89517,Financial service
89518,Medical organization
89519,Animal shelter
89520,Medical organization
89521,Store
89522,Store
89523,Entertainment business
89524,Real estate agent
89525,Health and construction business
89526,Automotive business
89527,Emergency services
89528,Food establishment
89529,Television station
89530,Automotive business
89531,Tourist information center
89532,Government office
89533,Food establishment
89534,Animal shelter
89535,Library
89536,Medical organization
89537,Television station
89538,Store
89539,Food establishment
89540,Food establishment
89541,Professional service
89542,Emergency services
89543,Food establishment
89544,Store
89545,Lodging business
89546,Animal shelter
89547,Real estate agent
89548,Employment agency
89549,Self storage
89550,Tourist information center
89551,Television station
89552,Real estate agent
89553,Entertainment business
89554,Health and construction business
89555,Lodging business
89556,Lodging business
89557,Internet cafe
89558,Internet cafe
89559,Child care
89560,Child care
89561,Library
89562,Emergency services
89563,Library
89564,Television station
89565,Tourist information center
89566,Professional service
89567,Sports activity location
89568,Tourist information center
89569,Emergency services
89570,Internet cafe
89571,Government office
89572,Real estate agent
89573,Library
89574,Animal shelter
89575,Sports activity location
89576,Animal shelter
89577,Internet cafe
89578,Self storage
89579,Internet cafe
89580,Self storage
89581,Food establishment
89582,Health and construction business
89583,Travel agency
89584,Self storage
89585,Professional service
89586,Entertainment business
89587,Television station
89588,Government office
89589,Emergency services
89590,Emergency services
89591,Library
89592,Financial service
89593,Financial service
89594,Store
89595,Internet cafe
89596,Financial service
89597,Medical organization
89598,Animal shelter
89599,Health and construction business
89600,Financial service
89601,Government office
89602,Real estate agent
89603,Television station
89604,Food establishment
89605,Store
89606,Travel agency
89607,Sports activity location
89608,Dry cleaning or laundry
89609,Child care
89610,Food establishment
89611,Food establishment
89612,Employment agency
89613,Real estate agent
89614,Television station
89615,Emergency services
89616,Professional service
89617,Television station
89618,Travel agency
89619,Medical organization
89620,Professional service
89621,Health and construction business
89622,Animal shelter
89623,Financial service
89624,Internet cafe
89625,Emergency services
89626,Financial service
89627,Health and construction business
89628,Shopping center
89629,Professional service
89630,Travel agency
89631,Child care
89632,Health and construction business
89633,Medical organization
89634,Professional service
89635,Food establishment
89636,Tourist information center
89637,Employment agency
89638,Professional service
89639,Professional service
89640,Entertainment business
89641,Television station
89642,Financial service
89643,Automotive business
89644,Sports activity location
89645,Child care
89646,Emergency services
89647,Health and construction business
89648,Lodging business
89649,Lodging business
89650,Child care
89651,Health and construction business
89652,Health and construction business
89653,Lodging business
89654,Entertainment business
89655,Automotive business
89656,Self storage
89657,Medical organization
89658,Library
89659,Health and construction business
89660,Lodging business
89661,Real estate agent
89662,Food establishment
89663,Shopping center
89664,Emergency services
89665,Television station
89666,Travel agency
89667,Television station
89668,Animal shelter
89669,Animal shelter
89670,Dry cleaning or laundry
89671,Travel agency
89672,Real estate agent
89673,Self storage
89674,Employment agency
89675,Emergency services
89676,Employment agency
89677,Lodging business
89678,Self storage
89679,Self storage
89680,Shopping center
89681,Financial service
89682,Food establishment
89683,Real estate agent
89684,Food establishment
89685,Self storage
89686,Tourist information center
89687,Medical organization
89688,Medical organization
89689,Animal shelter
89690,Library
89691,Animal shelter
89692,Self storage
89693,Real estate agent
89694,Tourist information center
89695,Shopping center
89696,Internet cafe
89697,Health and construction business
89698,Automotive business
89699,Shopping center
89700,Real estate agent
89701,Government office
89702,Library
89703,Travel agency
89704,Tourist information center
89705,Television station
89706,Health and construction business
89707,Television station
89708,Child care
89709,Health and construction business
89710,Government office
89711,Child care
89712,Store
89713,Real estate agent
89714,Library
89715,Travel agency
89716,Animal shelter
89717,Health and construction business
89718,Financial service
89719,Animal shelter
89720,Entertainment business
89721,Television station
89722,Government office
89723,Shopping center
89724,Store
89725,Store
89726,Television station
89727,Real estate agent
89728,Professional service
89729,Shopping center
89730,Child care
89731,Tourist information center
89732,Automotive business
89733,Store
89734,Sports activity location
89735,Professional service
89736,Internet cafe
89737,Dry cleaning or laundry
89738,Automotive business
89739,Internet cafe
89740,Tourist information center
89741,Child care
89742,Sports activity location
89743,Medical organization
89744,Health and construction business
89745,Animal shelter
89746,Emergency services
89747,Automotive business
89748,Television station
89749,Store
89750,Tourist information center
89751,Child care
89752,Automotive business
89753,Real estate agent
89754,Employment agency
89755,Health and construction business
89756,Real estate agent
89757,Employment agency
89758,Sports activity location
89759,Library
89760,Internet cafe
89761,Entertainment business
89762,Store
89763,Television station
89764,Employment agency
89765,Emergency services
89766,Child care
89767,Lodging business
89768,Tourist information center
89769,Self storage
89770,Internet cafe
89771,Self storage
89772,Shopping center
89773,Television station
89774,Self storage
89775,Automotive business
89776,Library
89777,Lodging business
89778,Travel agency
89779,Financial service
89780,Television station
89781,Lodging business
89782,Government office
89783,Internet cafe
89784,Sports activity location
89785,Lodging business
89786,Animal shelter
89787,Television station
89788,Medical organization
89789,Child care
89790,Shopping center
89791,Travel agency
89792,Library
89793,Food establishment
89794,Travel agency
89795,Entertainment business
89796,Self storage
89797,Dry cleaning or laundry
89798,Sports activity location
89799,Lodging business
89800,Real estate agent
89801,Library
89802,Food establishment
89803,Employment agency
89804,Medical organization
89805,Emergency services
89806,Store
89807,Food establishment
89808,Real estate agent
89809,Animal shelter
89810,Automotive business
89811,Travel agency
89812,Automotive business
89813,Medical organization
89814,Entertainment business
89815,Store
89816,Real estate agent
89817,Lodging business
89818,Library
89819,Sports activity location
89820,Lodging business
89821,Automotive business
89822,Television station
89823,Government office
89824,Medical organization
89825,Library
89826,Library
89827,Sports activity location
89828,Sports activity location
89829,Child care
89830,Employment agency
89831,Sports activity location
89832,Television station
89833,Dry cleaning or laundry
89834,Internet cafe
89835,Medical organization
89836,Shopping center
89837,Food establishment
89838,Child care
89839,Employment agency
89840,Library
89841,Shopping center
89842,Sports activity location
89843,Travel agency
89844,Child care
89845,Lodging business
89846,Library
89847,Professional service
89848,Employment agency
89849,Entertainment business
89850,Health and construction business
89851,Sports activity location
89852,Food establishment
89853,Sports activity location
89854,Financial service
89855,Tourist information center
89856,Emergency services
89857,Travel agency
89858,Self storage
89859,Library
89860,Sports activity location
89861,Child care
89862,Lodging business
89863,Automotive business
89864,Automotive business
89865,Food establishment
89866,Real estate agent
89867,Sports activity location
89868,Lodging business
89869,Real estate agent
89870,Medical organization
89871,Food establishment
89872,Employment agency
89873,Tourist information center
89874,Emergency services
89875,Child care
89876,Food establishment
89877,Dry cleaning or laundry
89878,Library
89879,Professional service
89880,Travel agency
89881,Television station
89882,Travel agency
89883,Television station
89884,Real estate agent
89885,Entertainment business
89886,Health and construction business
89887,Employment agency
89888,Government office
89889,Emergency services
89890,Television station
89891,Emergency services
89892,Sports activity location
89893,Real estate agent
89894,Employment agency
89895,Travel agency
89896,Internet cafe
89897,Store
89898,Emergency services
89899,Real estate agent
89900,Sports activity location
89901,Government office
89902,Entertainment business
89903,Entertainment business
89904,Animal shelter
89905,Health and construction business
89906,Store
89907,Library
89908,Emergency services
89909,Self storage
89910,Child care
89911,Shopping center
89912,Food establishment
89913,Child care
89914,Dry cleaning or laundry
89915,Store
89916,Animal shelter
89917,Internet cafe
89918,Food establishment
89919,Government office
89920,Store
89921,Government office
89922,Automotive business
89923,Entertainment business
89924,Child care
89925,Employment agency
89926,Medical organization
89927,Emergency services
89928,Tourist information center
89929,Real estate agent
89930,Financial service
89931,Tourist information center
89932,Sports activity location
89933,Real estate agent
89934,Medical organization
89935,Tourist information center
89936,Entertainment business
89937,Emergency services
89938,Television station
89939,Internet cafe
89940,Travel agency
89941,Professional service
89942,Professional service
89943,Child care
89944,Shopping center
89945,Store
89946,Health and construction business
89947,Emergency services
89948,Real estate agent
89949,Entertainment business
89950,Store
89951,Government office
89952,Government office
89953,Professional service
89954,Government office
89955,Internet cafe
89956,Tourist information center
89957,Real estate agent
89958,Automotive business
89959,Library
89960,Library
89961,Medical organization
89962,Emergency services
89963,Automotive business
89964,Real estate agent
89965,Self storage
89966,Financial service
89967,Dry cleaning or laundry
89968,Entertainment business
89969,Library
89970,Child care
89971,Medical organization
89972,Lodging business
89973,Government office
89974,Child care
89975,Child care
89976,Financial service
89977,Health and construction business
89978,Internet cafe
89979,Store
89980,Automotive business
89981,Food establishment
89982,Entertainment business
89983,Television station
89984,Tourist information center
89985,Financial service
89986,Library
89987,Automotive business
89988,Dry cleaning or laundry
89989,Real estate agent
89990,Child care
89991,Professional service
89992,Tourist information center
89993,Lodging business
89994,Employment agency
89995,Professional service
89996,Sports activity location
89997,Health and construction business
89998,Travel agency
89999,Automotive business
90000,Government office
90001,Shopping center
90002,Self storage
90003,Store
90004,Professional service
90005,Travel agency
90006,Shopping center
90007,Health and construction business
90008,Financial service
90009,Medical organization
90010,Health and construction business
90011,Internet cafe
90012,Real estate agent
90013,Health and construction business
90014,Lodging business
90015,Self storage
90016,Internet cafe
90017,Lodging business
90018,Employment agency
90019,Lodging business
90020,Child care
90021,Health and construction business
90022,Financial service
90023,Child care
90024,Health and construction business
90025,Shopping center
90026,Food establishment
90027,Sports activity location
90028,Employment agency
90029,Government office
90030,Emergency services
90031,Entertainment business
90032,Employment agency
90033,Entertainment business
90034,Sports activity location
90035,Shopping center
90036,Store
90037,Employment agency
90038,Travel agency
90039,Health and construction business
90040,Food establishment
90041,Real estate agent
90042,Store
90043,Travel agency
90044,Child care
90045,Self storage
90046,Shopping center
90047,Lodging business
90048,Lodging business
90049,Shopping center
90050,Financial service
90051,Store
90052,Internet cafe
90053,Shopping center
90054,Medical organization
90055,Store
90056,Health and construction business
90057,Child care
90058,Food establishment
90059,Lodging business
90060,Emergency services
90061,Tourist information center
90062,Government office
90063,Lodging business
90064,Television station
90065,Tourist information center
90066,Government office
90067,Food establishment
90068,Medical organization
90069,Professional service
90070,Animal shelter
90071,Internet cafe
90072,Employment agency
90073,Professional service
90074,Library
90075,Emergency services
90076,Television station
90077,Tourist information center
90078,Financial service
90079,Dry cleaning or laundry
90080,Child care
90081,Health and construction business
90082,Government office
90083,Store
90084,Travel agency
90085,Internet cafe
90086,Sports activity location
90087,Health and construction business
90088,Employment agency
90089,Travel agency
90090,Dry cleaning or laundry
90091,Automotive business
90092,Real estate agent
90093,Child care
90094,Food establishment
90095,Health and construction business
90096,Animal shelter
90097,Automotive business
90098,Travel agency
90099,Internet cafe
90100,Professional service
90101,Library
90102,Automotive business
90103,Medical organization
90104,Emergency services
90105,Real estate agent
90106,Employment agency
90107,Animal shelter
90108,Dry cleaning or laundry
90109,Emergency services
90110,Automotive business
90111,Food establishment
90112,Employment agency
90113,Medical organization
90114,Library
90115,Library
90116,Shopping center
90117,Child care
90118,Sports activity location
90119,Animal shelter
90120,Medical organization
90121,Emergency services
90122,Animal shelter
90123,Dry cleaning or laundry
90124,Dry cleaning or laundry
90125,Self storage
90126,Animal shelter
90127,Professional service
90128,Health and construction business
90129,Entertainment business
90130,Entertainment business
90131,Sports activity location
90132,Government office
90133,Automotive business
90134,Emergency services
90135,Financial service
90136,Animal shelter
90137,Automotive business
90138,Lodging business
90139,Employment agency
90140,Food establishment
90141,Travel agency
90142,Entertainment business
90143,Employment agency
90144,Food establishment
90145,Real estate agent
90146,Entertainment business
90147,Government office
90148,Entertainment business
90149,Sports activity location
90150,Lodging business
90151,Television station
90152,Professional service
90153,Internet cafe
90154,Entertainment business
90155,Television station
90156,Employment agency
90157,Shopping center
90158,Government office
90159,Internet cafe
90160,Real estate agent
90161,Store
90162,Medical organization
90163,Food establishment
90164,Professional service
90165,Lodging business
90166,Dry cleaning or laundry
90167,Health and construction business
90168,Sports activity location
90169,Food establishment
90170,Financial service
90171,Television station
90172,Lodging business
90173,Self storage
90174,Tourist information center
90175,Self storage
90176,Animal shelter
90177,Sports activity location
90178,Medical organization
90179,Dry cleaning or laundry
90180,Employment agency
90181,Government office
90182,Travel agency
90183,Shopping center
90184,Real estate agent
90185,Health and construction business
90186,Tourist information center
90187,Entertainment business
90188,Dry cleaning or laundry
90189,Medical organization
90190,Employment agency
90191,Emergency services
90192,Tourist information center
90193,Self storage
90194,Child care
90195,Animal shelter
90196,Employment agency
90197,Dry cleaning or laundry
90198,Self storage
90199,Financial service
90200,Dry cleaning or laundry
90201,Television station
90202,Employment agency
90203,Shopping center
90204,Animal shelter
90205,Medical organization
90206,Employment agency
90207,Shopping center
90208,Emergency services
90209,Lodging business
90210,Animal shelter
90211,Entertainment business
90212,Shopping center
90213,Financial service
90214,Internet cafe
90215,Child care
90216,Professional service
90217,Real estate agent
90218,Travel agency
90219,Medical organization
90220,Emergency services
90221,Sports activity location
90222,Travel agency
90223,Animal shelter
90224,Library
90225,Lodging business
90226,Tourist information center
90227,Dry cleaning or laundry
90228,Professional service
90229,Internet cafe
90230,Travel agency
90231,Television station
90232,Dry cleaning or laundry
90233,Library
90234,Child care
90235,Automotive business
90236,Self storage
90237,Emergency services
90238,Travel agency
90239,Child care
90240,Financial service
90241,Store
90242,Lodging business
90243,Professional service
90244,Shopping center
90245,Professional service
90246,Health and construction business
90247,Real estate agent
90248,Tourist information center
90249,Medical organization
90250,Sports activity location
90251,Sports activity location
90252,Child care
90253,Health and construction business
90254,Entertainment business
90255,Library
90256,Store
90257,Library
90258,Health and construction business
90259,Employment agency
90260,Travel agency
90261,Real estate agent
90262,Internet cafe
90263,Health and construction business
90264,Child care
90265,Dry cleaning or laundry
90266,Child care
90267,Animal shelter
90268,Library
90269,Government office
90270,Self storage
90271,Library
90272,Tourist information center
90273,Dry cleaning or laundry
90274,Animal shelter
90275,Store
90276,Government office
90277,Tourist information center
90278,Child care
90279,Sports activity location
90280,Sports activity location
90281,Internet cafe
90282,Financial service
90283,Library
90284,Sports activity location
90285,Self storage
90286,Financial service
90287,Government office
90288,Animal shelter
90289,Self storage
90290,Internet cafe
90291,Automotive business
90292,Animal shelter
90293,Professional service
90294,Financial service
90295,Employment agency
90296,Television station
90297,Internet cafe
90298,Tourist information center
90299,Travel agency
90300,Entertainment business
90301,Emergency services
90302,Television station
90303,Medical organization
90304,Shopping center
90305,Internet cafe
90306,Child care
90307,Shopping center
90308,Food establishment
90309,Internet cafe
90310,Sports activity location
90311,Health and construction business
90312,Tourist information center
90313,Government office
90314,Store
90315,Government office
90316,Financial service
90317,Employment agency
90318,Real estate agent
90319,Dry cleaning or laundry
90320,Emergency services
90321,Animal shelter
90322,Professional service
90323,Animal shelter
90324,Self storage
90325,Entertainment business
90326,Employment agency
90327,Medical organization
90328,Medical organization
90329,Health and construction business
90330,Shopping center
90331,Medical organization
90332,Lodging business
90333,Dry cleaning or laundry
90334,Child care
90335,Store
90336,Emergency services
90337,Shopping center
90338,Self storage
90339,Shopping center
90340,Health and construction business
90341,Travel agency
90342,Television station
90343,Professional service
90344,Emergency services
90345,Medical organization
90346,Food establishment
90347,Entertainment business
90348,Health and construction business
90349,Medical organization
90350,Internet cafe
90351,Entertainment business
90352,Sports activity location
90353,Emergency services
90354,Self storage
90355,Library
90356,Library
90357,Financial service
90358,Tourist information center
90359,Entertainment business
90360,Shopping center
90361,Automotive business
90362,Real estate agent
90363,Real estate agent
90364,Store
90365,Store
90366,Emergency services
90367,Dry cleaning or laundry
90368,Professional service
90369,Emergency services
90370,Store
90371,Automotive business
90372,Professional service
90373,Animal shelter
90374,Food establishment
90375,Dry cleaning or laundry
90376,Lodging business
90377,Entertainment business
90378,Shopping center
90379,Television station
90380,Animal shelter
90381,Television station
90382,Shopping center
90383,Tourist information center
90384,Food establishment
90385,Financial service
90386,Health and construction business
90387,Store
90388,Real estate agent
90389,Library
90390,Employment agency
90391,Animal shelter
90392,Health and construction business
90393,Store
90394,Health and construction business
90395,Health and construction business
90396,Lodging business
90397,Tourist information center
90398,Animal shelter
90399,Shopping center
90400,Entertainment business
90401,Tourist information center
90402,Employment agency
90403,Government office
90404,Dry cleaning or laundry
90405,Sports activity location
90406,Dry cleaning or laundry
90407,Professional service
90408,Travel agency
90409,Store
90410,Automotive business
90411,Government office
90412,Television station
90413,Real estate agent
90414,Emergency services
90415,Self storage
90416,Medical organization
90417,Child care
90418,Animal shelter
90419,Animal shelter
90420,Emergency services
90421,Emergency services
90422,Health and construction business
90423,Animal shelter
90424,Shopping center
90425,Food establishment
90426,Animal shelter
90427,Automotive business
90428,Self storage
90429,Store
90430,Tourist information center
90431,Sports activity location
90432,Animal shelter
90433,Employment agency
90434,Lodging business
90435,Employment agency
90436,Food establishment
90437,Self storage
90438,Television station
90439,Employment agency
90440,Travel agency
90441,Internet cafe
90442,Sports activity location
90443,Self storage
90444,Library
90445,Child care
90446,Real estate agent
90447,Professional service
90448,Sports activity location
90449,Self storage
90450,Child care
90451,Financial service
90452,Professional service
90453,Medical organization
90454,Television station
90455,Employment agency
90456,Travel agency
90457,Financial service
90458,Government office
90459,Food establishment
90460,Child care
90461,Food establishment
90462,Library
90463,Shopping center
90464,Store
90465,Sports activity location
90466,Real estate agent
90467,Tourist information center
90468,Professional service
90469,Food establishment
90470,Health and construction business
90471,Health and construction business
90472,Television station
90473,Emergency services
90474,Internet cafe
90475,Shopping center
90476,Food establishment
90477,Financial service
90478,Automotive business
90479,Medical organization
90480,Shopping center
90481,Entertainment business
90482,Food establishment
90483,Internet cafe
90484,Lodging business
90485,Automotive business
90486,Internet cafe
90487,Food establishment
90488,Emergency services
90489,Tourist information center
90490,Child care
90491,Food establishment
90492,Store
90493,Medical organization
90494,Child care
90495,Dry cleaning or laundry
90496,Food establishment
90497,Television station
90498,Internet cafe
90499,Dry cleaning or laundry
90500,Government office
90501,Emergency services
90502,Employment agency
90503,Employment agency
90504,Real estate agent
90505,Lodging business
90506,Internet cafe
90507,Animal shelter
90508,Government office
90509,Internet cafe
90510,Food establishment
90511,Entertainment business
90512,Health and construction business
90513,Library
90514,Self storage
90515,Sports activity location
90516,Employment agency
90517,Real estate agent
90518,Financial service
90519,Employment agency
90520,Medical organization
90521,Dry cleaning or laundry
90522,Self storage
90523,Health and construction business
90524,Real estate agent
90525,Real estate agent
90526,Library
90527,Professional service
90528,Shopping center
90529,Professional service
90530,Internet cafe
90531,Automotive business
90532,Financial service
90533,Sports activity location
90534,Government office
90535,Real estate agent
90536,Travel agency
90537,Employment agency
90538,Sports activity location
90539,Medical organization
90540,Dry cleaning or laundry
90541,Library
90542,Internet cafe
90543,Health and construction business
90544,Financial service
90545,Sports activity location
90546,Health and construction business
90547,Internet cafe
90548,Health and construction business
90549,Government office
90550,Dry cleaning or laundry
90551,Emergency services
90552,Lodging business
90553,Professional service
90554,Shopping center
90555,Food establishment
90556,Employment agency
90557,Emergency services
90558,Dry cleaning or laundry
90559,Automotive business
90560,Food establishment
90561,Professional service
90562,Dry cleaning or laundry
90563,Food establishment
90564,Self storage
90565,Emergency services
90566,Self storage
90567,Store
90568,Real estate agent
90569,Child care
90570,Travel agency
90571,Government office
90572,Health and construction business
90573,Internet cafe
90574,Library
90575,Self storage
90576,Emergency services
90577,Travel agency
90578,Self storage
90579,Employment agency
90580,Real estate agent
90581,Emergency services
90582,Health and construction business
90583,Television station
90584,Health and construction business
90585,Food establishment
90586,Animal shelter
90587,Self storage
90588,Professional service
90589,Professional service
90590,Medical organization
90591,Animal shelter
90592,Real estate agent
90593,Health and construction business
90594,Travel agency
90595,Child care
90596,Medical organization
90597,Real estate agent
90598,Financial service
90599,Automotive business
90600,Tourist information center
90601,Real estate agent
90602,Medical organization
90603,Library
90604,Store
90605,Real estate agent
90606,Medical organization
90607,Real estate agent
90608,Sports activity location
90609,Financial service
90610,Shopping center
90611,Automotive business
90612,Food establishment
90613,Child care
90614,Medical organization
90615,Television station
90616,Travel agency
90617,Travel agency
90618,Child care
90619,Shopping center
90620,Dry cleaning or laundry
90621,Television station
90622,Internet cafe
90623,Shopping center
90624,Medical organization
90625,Automotive business
90626,Professional service
90627,Tourist information center
90628,Health and construction business
90629,Medical organization
90630,Library
90631,Library
90632,Emergency services
90633,Emergency services
90634,Medical organization
90635,Entertainment business
90636,Child care
90637,Library
90638,Financial service
90639,Health and construction business
90640,Medical organization
90641,Employment agency
90642,Dry cleaning or laundry
90643,Travel agency
90644,Automotive business
90645,Professional service
90646,Self storage
90647,Store
90648,Self storage
90649,Professional service
90650,Entertainment business
90651,Food establishment
90652,Food establishment
90653,Lodging business
90654,Real estate agent
90655,Health and construction business
90656,Food establishment
90657,Employment agency
90658,Government office
90659,Library
90660,Health and construction business
90661,Travel agency
90662,Shopping center
90663,Store
90664,Lodging business
90665,Medical organization
90666,Lodging business
90667,Television station
90668,Food establishment
90669,Child care
90670,Entertainment business
90671,Internet cafe
90672,Child care
90673,Television station
90674,Lodging business
90675,Medical organization
90676,Medical organization
90677,Health and construction business
90678,Sports activity location
90679,Emergency services
90680,Automotive business
90681,Sports activity location
90682,Child care
90683,Library
90684,Library
90685,Child care
90686,Store
90687,Food establishment
90688,Travel agency
90689,Animal shelter
90690,Professional service
90691,Automotive business
90692,Entertainment business
90693,Financial service
90694,Shopping center
90695,Financial service
90696,Animal shelter
90697,Real estate agent
90698,Animal shelter
90699,Child care
90700,Food establishment
90701,Professional service
90702,Sports activity location
90703,Medical organization
90704,Travel agency
90705,Self storage
90706,Emergency services
90707,Emergency services
90708,Library
90709,Lodging business
90710,Dry cleaning or laundry
90711,Self storage
90712,Automotive business
90713,Medical organization
90714,Child care
90715,Shopping center
90716,Food establishment
90717,Travel agency
90718,Library
90719,Food establishment
90720,Internet cafe
90721,Internet cafe
90722,Entertainment business
90723,Professional service
90724,Travel agency
90725,Health and construction business
90726,Shopping center
90727,Sports activity location
90728,Medical organization
90729,Self storage
90730,Medical organization
90731,Sports activity location
90732,Self storage
90733,Shopping center
90734,Government office
90735,Tourist information center
90736,Tourist information center
90737,Animal shelter
90738,Government office
90739,Television station
90740,Sports activity location
90741,Television station
90742,Shopping center
90743,Financial service
90744,Animal shelter
90745,Animal shelter
90746,Government office
90747,Sports activity location
90748,Health and construction business
90749,Professional service
90750,Employment agency
90751,Health and construction business
90752,Television station
90753,Dry cleaning or laundry
90754,Professional service
90755,Entertainment business
90756,Child care
90757,Television station
90758,Self storage
90759,Emergency services
90760,Real estate agent
90761,Self storage
90762,Store
90763,Lodging business
90764,Tourist information center
90765,Automotive business
90766,Sports activity location
90767,Lodging business
90768,Government office
90769,Lodging business
90770,Entertainment business
90771,Shopping center
90772,Travel agency
90773,Automotive business
90774,Government office
90775,Self storage
90776,Health and construction business
90777,Medical organization
90778,Employment agency
90779,Employment agency
90780,Financial service
90781,Financial service
90782,Internet cafe
90783,Library
90784,Employment agency
90785,Tourist information center
90786,Dry cleaning or laundry
90787,Employment agency
90788,Lodging business
90789,Internet cafe
90790,Dry cleaning or laundry
90791,Internet cafe
90792,Government office
90793,Medical organization
90794,Government office
90795,Television station
90796,Self storage
90797,Lodging business
90798,Professional service
90799,Lodging business
90800,Television station
90801,Emergency services
90802,Government office
90803,Professional service
90804,Child care
90805,Health and construction business
90806,Tourist information center
90807,Automotive business
90808,Store
90809,Child care
90810,Animal shelter
90811,Self storage
90812,Television station
90813,Shopping center
90814,Child care
90815,Employment agency
90816,Travel agency
90817,Entertainment business
90818,Real estate agent
90819,Automotive business
90820,Employment agency
90821,Store
90822,Internet cafe
90823,Lodging business
90824,Store
90825,Television station
90826,Child care
90827,Animal shelter
90828,Real estate agent
90829,Financial service
90830,Internet cafe
90831,Health and construction business
90832,Government office
90833,Store
90834,Sports activity location
90835,Tourist information center
90836,Dry cleaning or laundry
90837,Store
90838,Self storage
90839,Food establishment
90840,Animal shelter
90841,Health and construction business
90842,Store
90843,Tourist information center
90844,Self storage
90845,Travel agency
90846,Professional service
90847,Government office
90848,Store
90849,Medical organization
90850,Library
90851,Government office
90852,Government office
90853,Sports activity location
90854,Emergency services
90855,Professional service
90856,Automotive business
90857,Shopping center
90858,Self storage
90859,Tourist information center
90860,Shopping center
90861,Dry cleaning or laundry
90862,Health and construction business
90863,Medical organization
90864,Real estate agent
90865,Employment agency
90866,Internet cafe
90867,Health and construction business
90868,Animal shelter
90869,Automotive business
90870,Television station
90871,Real estate agent
90872,Lodging business
90873,Self storage
90874,Health and construction business
90875,Government office
90876,Entertainment business
90877,Real estate agent
90878,Tourist information center
90879,Professional service
90880,Financial service
90881,Real estate agent
90882,Food establishment
90883,Automotive business
90884,Dry cleaning or laundry
90885,Library
90886,Television station
90887,Emergency services
90888,Financial service
90889,Library
90890,Food establishment
90891,Shopping center
90892,Employment agency
90893,Lodging business
90894,Real estate agent
90895,Tourist information center
90896,Automotive business
90897,Employment agency
90898,Emergency services
90899,Emergency services
90900,Animal shelter
90901,Government office
90902,Tourist information center
90903,Tourist information center
90904,Tourist information center
90905,Automotive business
90906,Animal shelter
90907,Dry cleaning or laundry
90908,Entertainment business
90909,Shopping center
90910,Child care
90911,Travel agency
90912,Store
90913,Employment agency
90914,Self storage
90915,Employment agency
90916,Internet cafe
90917,Automotive business
90918,Store
90919,Food establishment
90920,Animal shelter
90921,Travel agency
90922,Self storage
90923,Tourist information center
90924,Medical organization
90925,Financial service
90926,Employment agency
90927,Internet cafe
90928,Library
90929,Library
90930,Tourist information center
90931,Animal shelter
